,file_name,mean_color,mean_color_b,mean_color_g,mean_color_r,mode_color,mode_color_b,mode_color_g,mode_color_r,shannon_entropy,year
116,../images/wikiart/1936_3.jpg,"[102.67216842105263, 48.770154385964915, 30.95496842105263]",30.95496842105263,48.770154385964915,102.67216842105263,"[0, 0, 5]",5,0,0,7.272246547264952,1936
117,../images/wikiart/1957_2.jpg,"[137.82346855983772, 45.677704530087894, 39.67855307640298]",39.67855307640298,45.677704530087894,137.82346855983772,"[175, 31, 22]",22,31,175,6.7736246966522335,1957
118,../images/wikiart/1950_3.jpg,"[223.21605392156863, 142.3277410130719, 116.49410947712418]",116.49410947712418,142.3277410130719,223.21605392156863,"[223, 115, 149]",149,115,223,7.116766356313354,1950
119,../images/wikiart/1952_1.jpg,"[239.7164247311828, 156.78099798387098, 89.17211693548387]",89.17211693548387,156.78099798387098,239.7164247311828,"[254, 255, 249]",249,255,254,6.928242528099129,1952
120,../images/wikiart/1969_7.jpg,"[60.570218631178705, 64.43619455006338, 62.730817490494296]",62.730817490494296,64.43619455006338,60.570218631178705,"[24, 24, 22]",22,24,24,6.277986488160756,1969
121,../images/wikiart/1954_7.jpg,"[157.86150907354346, 68.36467526265521, 68.78989971346705]",68.78989971346705,68.36467526265521,157.86150907354346,"[28, 89, 152]",152,89,28,7.289820844713902,1954
122,../images/wikiart/1949_2.jpg,"[215.85762105855855, 132.36608671171172, 84.87368524774774]",84.87368524774774,132.36608671171172,215.85762105855855,"[231, 139, 72]",72,139,231,7.798079549446559,1949
123,../images/wikiart/1956_4.jpg,"[225.9503710353082, 77.90146618791142, 37.23309395571514]",37.23309395571514,77.90146618791142,225.9503710353082,"[221, 48, 32]",32,48,221,7.042041167553848,1956
124,../images/wikiart/1949_3.jpg,"[161.31758148148148, 124.83156296296296, 98.75037037037038]",98.75037037037038,124.83156296296296,161.31758148148148,"[255, 255, 255]",255,255,255,6.184612898390364,1949
125,../images/wikiart/1954_6.jpg,"[164.0312600208952, 174.778531751368, 138.64206138218532]",138.64206138218532,174.778531751368,164.0312600208952,"[254, 255, 215]",215,255,254,7.094919384198279,1954
126,../images/wikiart/1969_6.jpg,"[19.589250777767088, 76.7978406940569, 109.86937922960968]",109.86937922960968,76.7978406940569,19.589250777767088,"[0, 66, 114]",114,66,0,6.536311146142918,1969
127,../images/wikiart/1950_2.jpg,"[225.5094078144078, 134.17210317460317, 4.591523199023199]",4.591523199023199,134.17210317460317,225.5094078144078,"[238, 175, 2]",2,175,238,6.34538579888138,1950
128,../images/wikiart/1952_2.jpg,"[195.18252427184467, 118.70724919093851, 25.334053398058252]",25.334053398058252,118.70724919093851,195.18252427184467,"[166, 28, 0]",0,28,166,6.758797980474063,1952
129,../images/wikiart/1969_4.jpg,"[149.45302443258808, 137.26497395833334, 139.26596375338752]",139.26596375338752,137.26497395833334,149.45302443258808,"[127, 122, 129]",129,122,127,6.0661513993277225,1969
130,../images/wikiart/1954_4.jpg,"[209.77729002624673, 145.28985236220473, 52.014087926509184]",52.014087926509184,145.28985236220473,209.77729002624673,"[247, 170, 32]",32,170,247,7.277879198145511,1954
