index,contour,contrast,luminance,mean_color,mean_color_r,shannon_entropy,period
387,0.000445574,0.780888152,106.9034002,"[126.28276016746412, 104.43153708133971, 74.32479366028709]",126.2827602,7.564586234,veil_paintings_58_59
388,0.000108444,0.673492882,109.7518421,"[134.90814777327935, 105.00365095430885, 82.7113396471949]",134.9081478,7.064153136,veil_paintings_58_59
389,0.000495862,1,52.57385186,"[59.45785887557078, 51.629462756849314, 41.65816210045662]",59.45785888,6.117052671,veil_paintings_58_59
390,0.00190858,1,77.30639044,"[93.20341625548245, 77.7919921875, 25.685752467105264]",93.20341626,7.246465086,veil_paintings_58_59
391,0.002816265,0.768891238,102.2947111,"[128.57936746987951, 95.97526355421687, 87.49624748995984]",128.5793675,6.061338404,veil_paintings_58_59
392,0.001698651,0.998333938,107.6637822,"[121.66121887966806, 105.33267634854772, 89.53846213692945]",121.6612189,7.104627174,veil_paintings_58_59
393,0.000573107,1,108.7381669,"[135.78712658499893, 102.49083028870263, 90.97481911311698]",135.7871266,7.090028135,veil_paintings_58_59
394,5.04E-06,0.685282906,131.4384927,"[133.13353074596773, 131.67254284274193, 124.128828125]",133.1335307,6.954620055,veil_paintings_58_59
395,0.002223069,0.936732189,91.68091051,"[113.48924034552846, 87.53803861788617, 68.50267022357724]",113.4892403,7.278736197,veil_paintings_58_59
396,0.001388889,0.860811071,100.1571346,"[122.01415178571429, 95.91291666666666, 77.83944444444444]",122.0141518,7.264388908,veil_paintings_58_59
397,0.000632684,0.958376688,137.3078353,"[129.48545081967214, 141.8458324795082, 115.38904456967214]",129.4854508,7.420568602,veil_paintings_58_59
398,9.68E-05,0.683665682,103.4870516,"[98.26572849462366, 105.33125806451613, 100.59337903225807]",98.26572849,6.506565214,veil_paintings_58_59
399,0.065923583,0.985104708,106.3629584,"[141.56996710526315, 97.472758097166, 90.75715840080971]",141.5699671,7.534519838,veil_paintings_58_59
400,0.010293591,1,61.78761785,"[82.40051020408163, 57.8828835481561, 39.770513336913716]",82.4005102,6.760294436,veil_paintings_58_59
401,0.072739044,0.993352365,82.48226702,"[115.17264940239043, 74.70041334661354, 63.30784113545817]",115.1726494,7.350550352,veil_paintings_58_59
402,0.001019373,0.829723537,96.30478873,"[116.27354243542436, 95.03556503690037, 50.077527675276755]",116.2735424,7.325753607,veil_paintings_58_59
403,0.003805182,0.735182675,69.60668655,"[81.90814299424184, 67.347216890595, 55.765731765834936]",81.90814299,6.236321857,veil_paintings_58_59
404,3.50E-06,0.7285704,121.4071485,"[151.28051079035873, 117.89323850896861, 68.25024523542601]",151.2805108,7.185412499,veil_paintings_58_59
405,0.004599693,0.80094597,71.78655843,"[81.07136920107631, 70.44652945071356, 57.720602115999604]",81.0713692,6.257357711,veil_paintings_58_59
406,0.054688073,1,88.69644983,"[104.7341490825688, 85.37978899082569, 74.32610321100917]",104.7341491,7.395304948,veil_paintings_58_59
407,0.001945224,0.880173716,78.27905387,"[100.75069326634477, 73.75458371395015, 56.92767600809083]",100.7506933,7.055246431,veil_paintings_58_59
408,0.004546843,0.998333938,71.83534021,"[90.67996435845214, 67.46536405295316, 59.63367617107943]",90.67996436,6.991517741,veil_paintings_58_59
409,0.005177624,1,76.19782745,"[91.8939453125, 72.75559772995283, 64.07716317806604]",91.89394531,7.213359327,veil_paintings_58_59
410,0.000445927,0.848958535,80.12490431,"[81.00236657303371, 80.65386938202248, 72.30129915730338]",81.00236657,6.645099014,veil_paintings_58_59
411,2.94E-06,0.636432596,116.116936,"[139.13483823529413, 111.44349705882352, 94.63269117647059]",139.1348382,6.14369596,veil_paintings_58_59
412,0.000541417,0.752841566,116.4957374,"[140.78134231536927, 109.79723802395209, 111.33849550898204]",140.7813423,7.171079412,veil_paintings_58_59
413,2.40E-06,0.697738912,112.9208551,"[148.85041506717852, 105.38770153550864, 81.7447744721689]",148.8504151,7.085514202,veil_paintings_58_59
414,0.036939229,0.962370205,114.723046,"[163.04863389328062, 105.16360177865613, 67.11770750988143]",163.0486339,7.650335525,veil_paintings_58_59
415,8.41E-06,0.704635135,143.1269011,"[140.5230825297152, 148.90284256559767, 93.5786807580175]",140.5230825,7.371427559,veil_paintings_58_59
416,0.002727441,0.764271376,66.80142065,"[79.81728457840237, 65.41115014792899, 42.24669471153846]",79.81728458,6.560077219,veil_paintings_58_59
417,0.001649306,0.921595071,81.87364648,"[119.50107638888889, 73.76754464285715, 51.37354166666667]",119.5010764,7.430933803,veil_paintings_58_59
418,5.04E-05,0.69258373,103.3324565,"[121.10200549450549, 100.07736721611721, 83.25259157509157]",121.1020055,6.905459857,veil_paintings_58_59
419,0.060193966,0.998333938,94.44407727,"[105.38683429118774, 94.54069204980843, 61.265004789272034]",105.3868343,7.273695051,veil_paintings_58_59
420,0.069459388,0.998333938,75.00713533,"[94.94272151898734, 70.69534018987342, 59.01669567510549]",94.94272152,7.17840005,veil_paintings_58_59
421,5.27E-05,0.80613067,121.2760434,"[128.7879016064257, 120.90328564257028, 102.84910893574298]",128.7879016,5.854479302,veil_paintings_58_59
422,0.000215283,0.817103864,150.137675,"[91.2168011240029, 174.75795413343002, 79.75199873096447]",91.21680112,7.753510258,veil_paintings_58_59
423,0,0.546676369,115.1130623,"[144.5852347883598, 113.41615173847316, 45.13863851095994]",144.5852348,6.984536001,veil_paintings_58_59
424,3.42E-05,0.698577427,103.0107769,"[116.63336594911938, 103.21200342465754, 60.90441046966732]",116.6333659,6.988269759,veil_paintings_58_59
425,0.00111002,0.862690712,128.9923116,"[131.23654223968566, 130.89267190569745, 103.55933202357564]",131.2365422,7.317513609,veil_paintings_58_59
426,0.00207252,0.896898596,123.6901961,"[127.77658834254247, 125.07631113839743, 97.92681066398765]",127.7765883,7.336592298,veil_paintings_58_59
427,0.003526786,0.992001016,70.3274319,"[91.37769031954888, 64.73397791353383, 63.750608552631576]",91.37769032,6.78619953,veil_paintings_58_59
428,0.00021135,0.678948365,89.21571987,"[123.58094716242661, 81.77247749510764, 61.75532681017612]",123.5809472,6.931604301,veil_paintings_58_59
429,0.006304665,0.809376829,109.7847857,"[225.5287399781341, 80.73770499271137, 56.70040087463557]",225.52874,7.024886105,veil_paintings_58_59
430,0.001955496,0.715117171,90.04976991,"[100.4964010856868, 88.77679000893286, 71.8985432556861]",100.4964011,6.560215091,veil_paintings_58_59
431,0.000362818,0.959899192,132.5458011,"[163.24965836864408, 126.39261122881356, 103.08764830508474]",163.2496584,7.731083387,veil_paintings_58_59
432,0.005985879,0.988843756,81.39945183,"[90.82372384937239, 79.22374738493724, 75.20088650627615]",90.82372385,6.963068963,veil_paintings_58_59
433,0.004139042,0.961726599,78.78662076,"[109.99645257826887, 71.2340699815838, 61.70038904235727]",109.9964526,7.22199091,veil_paintings_58_59
434,2.29E-06,0.637357079,122.33789,"[140.52208478141577, 120.20567724528992, 89.91405021035303]",140.5220848,7.190654174,veil_paintings_58_59
435,0.001893287,0.849689246,82.25914706,"[109.49092697319892, 77.15339316449472, 52.64915785591345]",109.490927,7.166968391,veil_paintings_58_59
436,0.003309633,0.991033323,110.6425351,"[127.93522706422019, 107.8408371559633, 87.47561009174312]",127.9352271,7.534782814,veil_paintings_58_59
437,0.000195946,0.926618959,129.8110078,"[186.52282657657656, 117.58500900900901, 83.92598873873874]",186.5228266,7.086218566,veil_paintings_58_59
438,2.25E-06,0.651350347,114.4798629,"[203.79445370203567, 93.71661637542785, 57.16119167717528]",203.7944537,6.491942836,veil_paintings_58_59
439,0.003366477,0.998867148,89.12214099,"[94.58814630681819, 88.42154829545454, 79.96689393939394]",94.58814631,7.325090946,veil_paintings_58_59
440,0.0220964,1,118.6570859,"[133.54445170344562, 116.29722948122338, 98.19608013937282]",133.5444517,7.257146895,veil_paintings_58_59
441,0,0.397260349,156.5139989,"[160.06946769790719, 159.36715195632394, 117.78175841674249]",160.0694677,6.820134019,veil_paintings_58_59
442,0.000277256,0.998316849,121.9388149,"[160.81826597744362, 115.3884257518797, 72.34140507518796]",160.818266,7.798796149,veil_paintings_58_59
443,0.007325472,0.940577242,149.5419427,"[186.75444575471698, 145.6048066037736, 78.96661792452831]",186.7544458,7.722092273,veil_paintings_58_59
444,0.018855932,0.955969966,140.2473205,"[186.30692325800376, 131.1499081920904, 94.73759416195857]",186.3069233,7.775443556,veil_paintings_58_59
445,0.004220982,0.846423901,75.26896927,"[85.921859375, 74.19425446428572, 54.54641517857143]",85.92185938,5.573862437,veil_paintings_58_59
446,0.000473422,0.75189703,132.2152019,"[241.0414742524917, 105.49976328903655, 76.4037915282392]",241.0414743,6.685773901,veil_paintings_58_59
447,2.31E-05,0.652759322,95.45347234,"[134.80486125385406, 86.38767214799589, 69.38359712230216]",134.8048613,7.083106111,veil_paintings_58_59
448,0.003955966,0.937692251,97.25130028,"[119.86656723484849, 92.63033143939394, 76.43289535984849]",119.8665672,7.375897868,veil_paintings_58_59
449,4.70E-05,0.707624935,147.8265829,"[143.95266812865498, 149.1407085421888, 146.21621762740185]",143.9526681,7.071284343,veil_paintings_58_59
450,0.031046512,0.991697356,122.8131194,"[129.51208407871198, 122.45190071556351, 106.66552549194991]",129.5120841,7.803104978,veil_paintings_58_59
451,0.00034358,0.931550908,97.71644,"[103.08012884267632, 95.6581622965642, 102.31145343580471]",103.0801288,6.903132398,veil_paintings_58_59
452,0.008060681,0.889714764,124.4932886,"[223.1710528818718, 102.39161356286856, 52.86206011032908]",223.1710529,7.613929218,veil_paintings_58_59
453,0.036961967,0.98003811,104.8361976,"[127.0995663265306, 103.68426948051948, 50.69030844155844]",127.0995663,7.601767462,veil_paintings_58_59
454,0.001575607,0.926520681,124.8740962,"[150.19907560706403, 119.98281456953643, 98.75434602649007]",150.1990756,7.619699994,veil_paintings_58_59
455,0.002428647,0.913133247,153.4022774,"[154.29865221987316, 157.4455602536998, 110.71079281183933]",154.2986522,7.592993542,veil_paintings_58_59
456,0.002347222,0.855485382,119.1283953,"[137.82911944444444, 117.3876361111111, 81.30591666666666]",137.8291194,7.487772494,veil_paintings_58_59
457,0.001655206,0.814653853,84.56122999,"[96.7752431237721, 82.56513752455795, 68.3687942043222]",96.77524312,6.63803747,veil_paintings_58_59
458,0,0.602535942,148.0794572,"[163.230223880597, 148.63463619402984, 97.96703358208956]",163.2302239,7.38762882,veil_paintings_58_59
459,0.003648597,0.877764217,72.95138109,"[84.20341407151096, 71.41630911188004, 55.02480584390619]",84.20341407,6.378036898,veil_paintings_58_59
460,0.000164537,0.972865465,133.1873965,"[140.4112061769616, 131.93436978297163, 124.32843200205471]",140.4112062,6.999469822,veil_paintings_58_59
461,0.003579545,0.896484569,73.37273802,"[88.1069815340909, 70.16144412878788, 61.79679924242424]",88.10698153,6.588171325,veil_paintings_58_59
462,0.050313679,0.991697356,112.4366359,"[136.55690801886792, 108.3473537735849, 81.91980424528302]",136.556908,7.381308165,veil_paintings_58_59
463,0.000112146,0.722205763,107.8610714,"[120.38429951690821, 103.82154934437543, 110.99996118012422]",120.3842995,6.893468652,veil_paintings_58_59
464,0.001622622,0.962111999,67.52007829,"[71.48121035940804, 67.50891384778012, 55.966728329809726]",71.48121036,6.140695187,veil_paintings_58_59
465,0.003306718,1,213.9925461,"[220.06373623348017, 214.04905286343612, 195.55558370044054]",220.0637362,6.069690747,unfurled_paintings_60_61
466,0.000669561,0.880408374,206.3778085,"[213.66836151736746, 205.62952239488118, 192.3224428702011]",213.6683615,5.843379613,unfurled_paintings_60_61
467,0.000473978,0.823767479,202.7435219,"[208.32273234200744, 203.23115241635688, 181.4846096654275]",208.3227323,6.383024737,unfurled_paintings_60_61
468,0.000744048,0.915562929,155.2869345,"[163.77918438208616, 154.4202274659864, 138.86611040249434]",163.7791844,7.022517265,unfurled_paintings_60_61
469,0.001666066,0.821054915,202.2592564,"[210.48585884001005, 201.60437393320777, 184.52236268556234]",210.4858588,6.42398869,unfurled_paintings_60_61
470,0.001247216,0.814380342,206.390891,"[214.35188474387527, 205.42552616926503, 192.51168986636972]",214.3518847,6.559091784,unfurled_paintings_60_61
471,0.000636132,0.812632127,211.9855809,"[213.82365776081426, 212.08328562340967, 205.6053371501272]",213.8236578,6.036228521,unfurled_paintings_60_61
472,0,0.551568032,225.5012286,"[227.37661692759295, 228.93560176125246, 185.95869129158513]",227.3766169,5.454889277,unfurled_paintings_60_61
473,0.000719004,1,205.7927815,"[210.42795985772358, 205.10993648373983, 198.90818089430894]",210.4279599,6.372620273,unfurled_paintings_60_61
474,0.000957447,0.85588639,199.879917,"[212.22256796690309, 198.64766252955081, 175.7422547281324]",212.222568,6.288931485,unfurled_paintings_60_61
475,0.000640244,1,190.7141969,"[205.0665625, 189.1468292682927, 163.97830284552845]",205.0665625,6.975940545,unfurled_paintings_60_61
476,0.001782143,0.866113221,203.2087858,"[219.56197857142857, 200.74035357142859, 179.50703928571428]",219.5619786,6.28986163,unfurled_paintings_60_61
477,0.001038781,1,180.2818164,"[194.24692867036012, 178.01193559556788, 161.64519390581717]",194.2469287,6.584847695,unfurled_paintings_60_61
478,0.003492991,1,197.7940793,"[203.5425046728972, 197.69595093457943, 181.83931775700935]",203.5425047,6.867039787,unfurled_paintings_60_61
479,0.001361602,1,217.534351,"[223.0836063887111, 217.09469509847224, 205.5491743401601]",223.0836064,5.13642281,unfurled_paintings_60_61
480,0.001252289,0.992724889,208.5863408,"[214.63051053113554, 207.95036172161173, 197.08858058608058]",214.6305105,6.184540468,unfurled_paintings_60_61
481,0.000663482,0.995996739,195.4202423,"[206.48833333333334, 193.3556847133758, 183.28028927813165]",206.4883333,6.604622942,unfurled_paintings_60_61
482,0.000110803,0.739484474,212.4844843,"[224.12636426592798, 212.36952216066481, 179.34261772853185]",224.1263643,6.888992155,unfurled_paintings_60_61
483,0.00086747,0.979961907,197.687177,"[204.2221686746988, 196.57686144578312, 189.4428343373494]",204.2221687,5.247242595,unfurled_paintings_60_61
484,0.000888359,0.811275906,204.387621,"[215.31571833393306, 202.5077613350126, 190.830309913638]",215.3157183,6.188772042,unfurled_paintings_60_61
485,0.000618979,0.92642824,202.1861137,"[211.9126661849711, 201.17354287090558, 183.5756647398844]",211.9126662,5.828036283,unfurled_paintings_60_61
486,0.001371888,0.954812618,198.9097401,"[214.4507520746888, 196.89550829875517, 173.1003137966805]",214.4507521,6.909951494,unfurled_paintings_60_61
487,0.001313082,0.864734363,189.0689417,"[195.34059774620283, 188.58000979911807, 175.4447035766781]",195.3405977,6.264329808,unfurled_paintings_60_61
488,0.001322355,0.91739665,156.6233422,"[174.35619011976047, 153.65402195608783, 133.82077095808384]",174.3561901,6.851628013,unfurled_paintings_60_61
489,0.000368034,0.882448127,208.9979394,"[211.38778916929547, 209.29320452155625, 199.03594900105153]",211.3877892,6.130173314,unfurled_paintings_60_61
490,0,0.634568037,211.6896906,"[215.50875559462915, 211.94954044117648, 197.8700527493606]",215.5087556,6.068492837,unfurled_paintings_60_61
491,0.000464481,0.77365939,194.0705812,"[201.4975660291439, 193.5507422586521, 177.3505236794171]",201.497566,6.516774533,unfurled_paintings_60_61
492,0.00210396,0.998179924,171.304052,"[183.41318756875688, 169.1465117345068, 157.01971030436377]",183.4131876,7.069247491,unfurled_paintings_60_61
493,0.000681004,0.814944531,208.1607653,"[215.5175477897252, 207.47943249701314, 193.24715352449223]",215.5175478,5.668471612,unfurled_paintings_60_61
494,6.18E-05,0.888224092,195.1203411,"[211.83208498023714, 192.6563611660079, 170.31870306324112]",211.832085,6.807724806,unfurled_paintings_60_61
495,0.001267689,1,200.4486143,"[205.03321681266846, 201.0258591644205, 181.23071933962265]",205.0332168,6.610426165,unfurled_paintings_60_61
496,0.002088721,0.851472327,206.5617745,"[221.57140266092512, 204.08369217987573, 186.9118787956798]",221.5714027,5.890668912,unfurled_paintings_60_61
497,0.004361167,1,209.6408609,"[212.27779929577466, 210.17748742454728, 196.5604124748491]",212.2777993,6.196754848,unfurled_paintings_60_61
498,0.001078767,0.983307254,205.7542217,"[220.1563698630137, 204.10206457925636, 179.7116462818004]",220.1563699,6.562523469,unfurled_paintings_60_61
499,0.002796677,1,202.8564357,"[210.56370648734176, 201.945332278481, 189.18684335443038]",210.5637065,6.645518674,unfurled_paintings_60_61
500,2.10E-05,0.925515908,214.7778423,"[226.45295955882352, 214.35812237394958, 184.55698004201682]",226.4529596,6.134456754,unfurled_paintings_60_61
501,0.000417444,0.878341616,214.9187484,"[212.39013059701492, 215.49385027985073, 216.66765858208956]",212.3901306,5.484596157,unfurled_paintings_60_61
502,0.001651329,0.809305741,197.6866674,"[204.3069810838446, 197.50895194274028, 179.9529192229039]",204.3069811,6.364165286,unfurled_paintings_60_61
503,5.68E-05,0.929471656,178.2951004,"[203.73490539262062, 173.4871357615894, 151.0119110690634]",203.7349054,7.32362249,unfurled_paintings_60_61
504,0.002344055,0.926770617,188.7803082,"[213.56840399610135, 184.81188840155946, 155.09976364522416]",213.568404,6.652787378,unfurled_paintings_60_61
505,0.00033318,0.893604871,201.0229992,"[202.5861580882353, 201.71865119485295, 189.52912224264705]",202.5861581,6.092033506,unfurled_paintings_60_61
506,0.001923547,0.987652444,169.8862283,"[174.04573088685015, 169.1241620795107, 165.18705198776757]",174.0457309,7.023057483,unfurled_paintings_60_61
507,0.000729927,0.728765764,212.2851073,"[225.4433470194647, 210.93820711678833, 186.88152372262775]",225.443347,6.172038392,unfurled_paintings_60_61
508,0.002704451,1,202.204878,"[209.93941511387163, 201.90695910973085, 182.38090320910973]",209.9394151,6.598044122,unfurled_paintings_60_61
509,2.29E-06,0.654199265,191.0504896,"[203.9001948468733, 189.80232899321476, 165.57731982395012]",203.9001948,6.765532011,unfurled_paintings_60_61
510,0,0.57885275,202.0146639,"[211.19881142589924, 201.69335957289272, 178.15382097346168]",211.1988114,6.325081414,unfurled_paintings_60_61
511,0.005647998,1,207.2651222,"[209.8652563582251, 208.16907467532468, 190.6543831168831]",209.8652564,6.786066073,unfurled_paintings_60_61
512,0,0.535127663,183.7246455,"[189.04500704887218, 184.4999107142857, 160.37868186090225]",189.045007,6.863623902,unfurled_paintings_60_61
513,9.88E-05,0.663739338,212.6760622,"[224.62897222222222, 212.4188950617284, 180.02699382716048]",224.6289722,4.294083765,unfurled_paintings_60_61
514,0.000619534,0.76293686,193.4604925,"[216.33732006195336, 190.26812135568514, 157.7204696610787]",216.3373201,6.872248981,unfurled_paintings_60_61
515,0,0.314057615,212.4557153,"[214.6654931434599, 212.3173127637131, 207.31979694092826]",214.6654931,5.79186017,unfurled_paintings_60_61
516,3.96E-05,1,213.5447334,"[224.34019207317073, 211.7196006097561, 199.835875]",224.3401921,3.618494154,unfurled_paintings_60_61
517,0.000836484,0.991095509,204.2846008,"[214.6799810964083, 202.98954631379962, 186.50295368620039]",214.6799811,6.1677727,unfurled_paintings_60_61
518,0,0.583200483,226.4092674,"[236.65346366995075, 226.15904864532018, 198.72284482758621]",236.6534637,6.446658695,unfurled_paintings_60_61
519,0,0.584370409,223.8316784,"[235.55938211382113, 223.5519799874922, 192.0689430894309]",235.5593821,6.189266603,unfurled_paintings_60_61
520,3.66E-05,0.702722985,195.6847901,"[217.16706831900493, 193.50797969635997, 153.99119489665264]",217.1670683,5.719579629,unfurled_paintings_60_61
521,7.08E-05,0.824560699,214.8711755,"[231.03696793934967, 210.93609106686154, 206.2496369199854]",231.0369679,6.308416211,unfurled_paintings_60_61
522,3.72E-05,0.733180214,184.096772,"[193.0120634404607, 183.27960709641465, 165.93950631618057]",193.0120634,6.439783027,unfurled_paintings_60_61
523,0.00273205,1,190.9299469,"[199.99910946800594, 190.2480259486607, 170.97988978794643]",199.9991095,7.017834633,unfurled_paintings_60_61
524,0.003211535,0.993352365,211.9411322,"[215.34054648817164, 212.0180061434073, 201.16972308820831]",215.3405465,6.380642322,unfurled_paintings_60_61
525,0,0.628630014,214.3174793,"[226.01153500473038, 212.2054233680227, 200.80482261116367]",226.011535,6.169612315,unfurled_paintings_60_61
526,0.002477562,0.988395568,205.3039998,"[212.21476252804786, 205.83346422338568, 179.7098011717776]",212.2147625,7.123743294,unfurled_paintings_60_61
527,0.00012186,0.76733857,223.1452832,"[243.43589473190852, 222.98069928758906, 165.02791994750658]",243.4358947,6.099105732,unfurled_paintings_60_61
528,0.000141866,0.953304922,195.4685579,"[197.31042154566745, 196.36325436858223, 181.1823094937849]",197.3104215,6.998957851,unfurled_paintings_60_61
529,6.30E-05,0.716552747,131.2144913,"[141.41487003828328, 129.63360618577474, 116.83843189603063]",141.41487,6.310250172,unfurled_paintings_60_61
530,0,0.534379708,217.4422521,"[238.74911973631538, 213.35543951821452, 195.18530390647143]",238.7491197,6.386261608,unfurled_paintings_60_61
531,0.000135624,0.800741517,188.1977997,"[209.490013562387, 185.11374547920434, 156.0508589511754]",209.4900136,7.236082453,unfurled_paintings_60_61
532,0.000426305,0.714953063,190.710286,"[189.41084360462327, 191.17327972545948, 189.95029015394945]",189.4108436,6.536554631,unfurled_paintings_60_61
533,0,0.494621998,214.3915166,"[220.08880121816168, 215.19181662975268, 189.68767534145442]",220.0888012,6.736022485,unfurled_paintings_60_61
534,9.74E-06,0.935749834,202.31738,"[211.96974761255115, 202.7342891249269, 169.76520902358214]",211.9697476,7.130466334,unfurled_paintings_60_61
535,0.000130133,0.630785763,147.4697002,"[159.7962659051475, 147.00245806824753, 115.80133024869868]",159.7962659,7.079349371,unfurled_paintings_60_61
536,0,0.559971158,212.4590189,"[239.39208117787504, 208.53465479506565, 172.02600228810186]",239.3920812,4.422981314,unfurled_paintings_60_61
537,2.95E-05,0.949738047,193.7928037,"[200.08635783061504, 192.90813764983298, 184.02415504028298]",200.0863578,7.242132029,unfurled_paintings_60_61
538,0.000778547,0.991002733,198.9797174,"[209.2977465397924, 197.6618079584775, 181.65223615916955]",209.2977465,6.748086759,unfurled_paintings_60_61
539,3.82E-05,0.780523172,212.658541,"[217.83865625, 212.39141666666666, 200.05126736111112]",217.8386563,6.002526907,unfurled_paintings_60_61
540,3.46E-05,0.896670715,204.4422568,"[227.54878337422429, 200.51722037812095, 175.28350988598643]",227.5487834,6.942602781,unfurled_paintings_60_61
541,2.73E-05,0.802743244,144.9319725,"[176.15944429298438, 140.91750272628136, 92.74621501272264]",176.1594443,6.975558235,unfurled_paintings_60_61
542,0.000868726,0.909541643,206.7690232,"[218.7888923745174, 204.66522683397685, 192.21515926640927]",218.7888924,6.27129477,unfurled_paintings_60_61
543,0.000542857,0.926386675,207.2201317,"[229.22136666666665, 205.68564285714285, 157.63569761904762]",229.2213667,6.622567788,unfurled_paintings_60_61
544,0.000822628,0.896220694,189.9515308,"[200.04308654496282, 189.49376831192248, 164.7704642776651]",200.0430865,6.761902338,unfurled_paintings_60_61
545,0.00256785,1,197.9158872,"[202.80327766179542, 197.5353105427975, 187.29440762004177]",202.8032777,6.73365645,unfurled_paintings_60_61
546,0.001142361,0.869804807,192.5732265,"[201.148287723203, 191.25320788439814, 180.39897904125988]",201.1482877,6.007755508,unfurled_paintings_60_61
547,0.001806701,0.808707318,206.8615316,"[220.4328737113402, 204.07980927835052, 194.45461340206185]",220.4328737,5.866461416,unfurled_paintings_60_61
548,0,0.625884008,206.1251687,"[234.93688696172248, 202.60627392344497, 156.14375897129187]",234.936887,6.610996496,unfurled_paintings_60_61
549,0.000471939,0.987206114,203.3767878,"[219.3907168367347, 201.18976275510204, 177.8864693877551]",219.3907168,6.7524581,unfurled_paintings_60_61
550,0.003076531,1,203.5835328,"[207.31608163265307, 202.8175892857143, 200.1799719387755]",207.3160816,6.524833403,unfurled_paintings_60_61
551,0.002159702,0.90158995,186.7278599,"[196.00606987084032, 186.19103855780503, 164.72491260864516]",196.0060699,6.968096144,unfurled_paintings_60_61
552,0.000302734,0.950608228,201.009203,"[214.83800048828124, 200.12156005859376, 169.08177734375]",214.8380005,6.540653508,unfurled_paintings_60_61
553,0.001145143,0.992851595,172.5082536,"[181.5498537527594, 172.202853200883, 148.90961368653421]",181.5498538,6.684669252,unfurled_paintings_60_61
554,0.003118885,0.916744151,187.6259823,"[193.9302813111546, 186.49341242661447, 180.28138454011741]",193.9302813,6.826103256,unfurled_paintings_60_61
555,4.84E-05,0.97234082,217.063779,"[225.79115328820117, 216.1174081237911, 200.73974371373308]",225.7911533,5.958212066,unfurled_paintings_60_61
556,0.00022619,0.924793869,199.0581911,"[214.7075142857143, 196.47659047619047, 178.55008333333333]",214.7075143,6.679117857,unfurled_paintings_60_61
557,0.001332117,1,186.2669239,"[187.47662408759123, 187.04872718978103, 174.9604425182482]",187.4766241,7.306831697,unfurled_paintings_60_61
558,0.001363169,1,202.6890087,"[209.3627906378601, 201.86607767489713, 191.1892052469136]",209.3627906,6.477748076,unfurled_paintings_60_61
559,0.000770915,0.932061238,195.5215253,"[208.43113447218573, 193.82190684771498, 174.34402102496716]",208.4311345,6.645541221,unfurled_paintings_60_61
560,0.00178733,0.994916483,228.7739247,"[235.2691101055807, 227.9692684766214, 217.6189894419306]",235.2691101,4.837494999,unfurled_paintings_60_61
561,0.001828973,0.994994577,204.6423138,"[219.8797601744186, 202.90106589147288, 177.02263808139534]",219.8797602,4.926327844,unfurled_paintings_60_61
562,2.38E-05,0.868340212,214.3950697,"[230.35231726694914, 211.8610460805085, 192.5089592161017]",230.3523173,6.015594127,unfurled_paintings_60_61
563,0.000304816,1,201.1804929,"[204.58107581967212, 200.6433094262295, 196.4883837090164]",204.5810758,6.4117541,unfurled_paintings_60_61
564,0.000377907,0.829024548,203.1825415,"[212.83598110465115, 202.95269379844962, 177.03386870155038]",212.8359811,6.599166538,unfurled_paintings_60_61
565,0.000288275,0.925886739,197.4323631,"[212.43579941860466, 195.36334302325582, 173.7486046511628]",212.4357994,6.612055468,unfurled_paintings_60_61
566,0.004150105,0.935477353,189.5500786,"[195.7059911087866, 187.9796940376569, 186.97933054393306]",195.7059911,6.334754142,unfurled_paintings_60_61
567,0.003426276,0.815387222,210.7743012,"[213.95142013232515, 211.02148629489602, 198.9703922495274]",213.9514201,5.929974145,unfurled_paintings_60_61
568,0.002773522,0.994384439,206.2417919,"[217.24784291212916, 204.12683503767772, 194.78376901609127]",217.2478429,6.239401297,unfurled_paintings_60_61
569,0.000830399,0.948498261,208.5322969,"[217.1011502347418, 206.89274647887325, 199.54155223004696]",217.1011502,5.866910468,unfurled_paintings_60_61
570,0.000686663,0.961132658,215.8849272,"[229.0707302038141, 213.3056119104841, 202.60825868472799]",229.0707302,4.697529521,unfurled_paintings_60_61
571,0.000215054,0.826780893,202.2403068,"[219.39639112903225, 199.2057560483871, 181.78223454301076]",219.3963911,6.391362115,unfurled_paintings_60_61
572,0.00061747,0.965899742,176.9125365,"[194.41806475903616, 175.17513177710845, 142.57620105421688]",194.4180648,7.183730006,unfurled_paintings_60_61
573,0.004027207,0.853332928,191.4201484,"[208.31666324435318, 187.84827258726898, 177.0490477412731]",208.3166632,6.200599197,unfurled_paintings_60_61
574,4.89E-05,0.963921323,190.1123487,"[196.82739990689012, 189.95340083798882, 171.91372905027933]",196.8273999,6.541421353,unfurled_paintings_60_61
575,0.002410055,0.981824724,215.385206,"[226.98724861623617, 213.03241697416973, 204.52814806273062]",226.9872486,5.626126765,unfurled_paintings_60_61
576,0.003207692,0.998865202,200.0479345,"[208.5067923076923, 200.51958461538462, 170.4679153846154]",208.5067923,6.504245829,unfurled_paintings_60_61
577,0.000302182,0.846867857,214.7724645,"[224.69544270833333, 213.41258844339623, 199.02396324685535]",224.6954427,5.344024895,unfurled_paintings_60_61
578,0.000331292,0.733432058,220.4965309,"[228.80607182628063, 219.25573496659243, 208.31936804008907]",228.8060718,6.173789149,unfurled_paintings_60_61
579,2.63E-06,0.660483477,201.5063624,"[209.38397894736843, 199.5291447368421, 197.89590263157893]",209.3839789,5.992453721,unfurled_paintings_60_61
